Quartier,Surface,Chambres,AnneeConstruction,DistanceCentreVille,QualiteQuartier,Adresse,Prix
Elhouda,223.17,4,2018,3414.12,3,"28 Rue B, Tanger",268249.0
Almassira1,227.02,3,2022,516.26,4,"38 Rue B, Fes",128029.0
Haycharaf,109.06,2,1992,1641.62,4,"12 Rue A, Marrakech",163874.0
Sisalem,174.92,4,2008,2722.51,2,"86 Rue C, Agadir",232361.0
Haycharaf,225.17,2,1999,3284.09,4,"91 Rue D, Rabat",266558.0
Taqaddom,200.63,4,2016,795.16,9,"96 Rue E, Béni Mellal",140295.0
Elhouda,271.3,4,2004,3672.86,4,"59 Rue D, Agadir",291200.0
Almassira1,231.74,3,2000,2945.91,1,"91 Rue D, Agadir",249538.0
RiadSalam,132.59,2,2015,2866.01,1,"48 Rue F, Marrakech",234447.0
Almassira1,114.11,4,2013,1814.21,1,"91 Rue F, Béni Mellal",
Taqaddom,228.48,3,2002,3176.7,5,"81 Rue A, Marrakech",260353.0
Elhouda,105.3,4,2021,623.72,6,"89 Rue C, Rabat",123619.0
Sisalem,217.16,4,1993,791.15,6,"5 Rue C, Marrakech",134229.0
Haycharaf,288.05,4,2002,3802.42,6,"97 Rue C, Fes",298017.0
Haycharaf,215.09,4,1998,1948.51,9,"79 Rue E, Rabat",197797.0
Sisalem,177.63,4,1996,2061.35,1,"27 Rue F, Béni Mellal",198230.0
Elhouda,228.66,4,1990,1437.73,6,"80 Rue C, Fes",174065.0
Sisalem,191.65,3,2001,2505.29,8,"8 Rue E, Fes",
Elkasba,209.12,4,2010,733.97,8,"47 Rue A, Béni Mellal",135681.0
Almassira1,288.29,2,2000,1851.63,3,"50 Rue C, Marrakech",195054.0
Taqaddom,177.22,3,2003,2872.06,5,"80 Rue A, Tanger",241422.0
Sisalem,292.24,2,2014,2595.34,4,"47 Rue B, Fes",233100.0
Taqaddom,281.07,4,1993,4998.51,1,"72 Rue F, Béni Mellal",353320.0
Elkasba,139.16,2,2015,2249.44,9,"72 Rue F, Agadir",207604.0
Haycharaf,113.87,4,2005,2241.5,5,"18 Rue C, Agadir",202651.0
Sisalem,120.16,4,1999,2766.12,2,"70 Rue A, Fes",234688.0
Elhouda,103.64,3,1991,1356.36,2,"62 Rue F, Rabat",158949.0
Haycharaf,118.89,3,2008,4443.37,7,"90 Rue B, Fes",316078.0
Haycharaf,236.6,4,1995,3075.21,4,"98 Rue B, Tanger",
Elhouda,114.24,3,2008,1364.48,1,"46 Rue C, Rabat",158437.0
Almassira1,163.8,2,1997,4070.49,5,"88 Rue D, Tanger",296991.0
Almassira1,268.98,3,2003,654.49,2,"7 Rue A, Tanger",133796.0
Sisalem,104.65,3,1999,4921.54,7,"45 Rue D, Marrakech",331730.0
Haycharaf,262.89,2,1992,4393.17,9,"65 Rue E, Béni Mellal",327081.0
Sisalem,156.37,3,2018,3108.38,1,"61 Rue F, Rabat",248681.0
Almassira1,123.63,4,2004,1000.83,2,"87 Rue E, Tanger",144490.0
RiadSalam,239.35,2,2012,1468.73,6,"58 Rue E, Tanger",171532.0
Elkasba,225.79,4,2012,1757.46,8,"87 Rue F, Béni Mellal",188906.0
Sisalem,275.49,2,2007,1584.64,7,"25 Rue D, Béni Mellal",188649.0
Sisalem,247.01,4,2008,2738.84,9,"11 Rue D, Agadir",241121.0
RiadSalam,260.7,4,2017,4750.52,2,"37 Rue A, Béni Mellal",343027.0
Almassira1,156.41,3,2015,2498.78,9,"22 Rue C, Béni Mellal",
Sisalem,135.49,4,1999,3477.04,4,"90 Rue B, Marrakech",263878.0
Taqaddom,250.12,3,1993,3598.62,3,"20 Rue B, Rabat",282462.0
Almassira1,261.37,2,1991,4422.11,7,"81 Rue A, Tanger",321432.0
Almassira1,298.1,4,1992,652.2,5,"54 Rue F, Rabat",139427.0
Elkasba,182.52,4,1996,2319.49,5,"17 Rue D, Tanger",215815.0
Sisalem,174.4,2,2005,4031.31,2,"54 Rue D, Fes",293950.0
Haycharaf,255.28,2,2020,4166.9,6,"83 Rue A, Tanger",314537.0
Alatlas,168.16,4,1999,4673.0,6,"25 Rue A, Béni Mellal",332412.0
Alatlas,286.15,2,2008,3662.57,4,"30 Rue E, Fes",288811.0
Alatlas,271.68,3,2017,1603.19,5,"43 Rue D, Rabat",185926.0
Elkasba,185.8,2,2006,2775.5,7,"44 Rue F, Fes",234839.0
Alatlas,250.17,2,2017,645.55,8,"42 Rue D, Rabat",
RiadSalam,250.91,4,2008,3411.18,6,"86 Rue F, Rabat",276595.0
Elhouda,120.62,3,2012,2994.33,5,"71 Rue D, Marrakech",243762.0
Almassira1,280.51,2,2009,3500.76,3,"39 Rue E, Agadir",282164.0
Haycharaf,201.05,3,2002,4685.63,7,"40 Rue B, Tanger",334915.0
Elhouda,265.29,3,2002,3592.74,8,"30 Rue D, Tanger",284878.0
Elkasba,164.01,3,2000,1942.02,3,"37 Rue A, Agadir",188616.0
Almassira1,279.1,4,2004,1394.31,5,"46 Rue C, Marrakech",178816.0
Elkasba,177.84,2,2006,4345.86,2,"22 Rue E, Agadir",311148.0
Elkasba,102.17,4,2017,1374.49,4,"92 Rue E, Tanger",158879.0
RiadSalam,281.08,2,2008,1227.24,4,"24 Rue B, Fes",169929.0
Taqaddom,118.26,2,1993,1429.75,8,"89 Rue F, Agadir",158237.0
Taqaddom,163.86,4,2011,2789.78,3,"21 Rue B, Béni Mellal",237080.0
Elkasba,290.01,3,2011,1058.84,5,"6 Rue C, Rabat",156442.0
Alatlas,290.12,3,2022,4721.53,5,"17 Rue D, Tanger",345387.0
Elhouda,214.69,2,2022,4848.14,2,"48 Rue B, Agadir",
Alatlas,226.37,4,2001,4882.11,9,"72 Rue F, Béni Mellal",343136.0
Sisalem,189.69,3,1991,676.06,4,"86 Rue C, Tanger",
Elkasba,158.64,3,2017,4757.89,9,"19 Rue C, Marrakech",333815.0
Sisalem,165.73,2,1999,4988.37,9,"70 Rue B, Rabat",342237.0
Alatlas,234.5,2,2011,4740.93,2,"39 Rue A, Béni Mellal",332350.0
Sisalem,250.47,4,2006,3519.23,9,"52 Rue D, Agadir",279498.0
Elkasba,258.32,2,2015,3655.54,9,"59 Rue C, Agadir",288271.0
RiadSalam,257.92,3,1992,1050.14,2,"1 Rue F, Rabat",154799.0
Taqaddom,118.24,3,1996,4434.34,6,"65 Rue C, Fes",313123.0
Elhouda,198.88,3,1997,768.38,9,"91 Rue C, Marrakech",140080.0
Sisalem,111.51,3,2009,1929.79,4,"38 Rue E, Fes",186297.0
Elkasba,209.91,4,2001,4960.18,2,"19 Rue E, Fes",346741.0
RiadSalam,188.31,4,2006,2400.48,7,"57 Rue C, Fes",217883.0
Alatlas,277.54,2,2017,1090.2,9,"15 Rue F, Marrakech",159867.0
Taqaddom,170.18,2,1999,4861.83,6,"6 Rue B, Fes",337917.0
Elkasba,123.41,2,2011,4928.63,4,"71 Rue A, Tanger",343494.0
Elhouda,128.6,4,2022,1341.69,1,"4 Rue D, Rabat",160346.0
Alatlas,252.3,3,2011,4391.62,4,"29 Rue D, Tanger",322323.0
RiadSalam,223.64,2,2002,2256.9,3,"12 Rue C, Béni Mellal",217546.0
Alatlas,120.22,3,2016,2216.16,7,"78 Rue F, Agadir",206159.0
Haycharaf,116.82,2,2004,1682.14,5,"75 Rue E, Agadir",177094.0
Alatlas,240.19,2,2011,701.2,3,"99 Rue C, Agadir",135628.0
Sisalem,114.55,2,2019,1706.04,2,"3 Rue A, Rabat",184859.0
Alatlas,264.37,2,2008,742.0,2,"58 Rue F, Fes",136806.0
RiadSalam,241.25,2,1997,4659.67,5,"12 Rue E, Marrakech",329672.0
Alatlas,116.27,3,2022,3477.74,8,"25 Rue D, Tanger",267065.0
Alatlas,116.97,2,2017,4489.8,8,"78 Rue E, Rabat",315217.0
Almassira1,297.33,3,2014,3727.81,5,"8 Rue F, Tanger",286814.0
Elkasba,174.85,4,2006,1090.79,2,"51 Rue B, Fes",150574.0
Almassira1,174.13,2,2013,4732.62,4,"55 Rue C, Marrakech",333449.0
Alatlas,262.56,3,2010,4549.52,7,"48 Rue A, Tanger",
Elkasba,289.45,4,1991,2066.34,6,"45 Rue C, Tanger",
Almassira1,297.2,4,2020,1001.9,7,"58 Rue E, Béni Mellal",156964.0
Alatlas,250.68,4,2022,3668.7,5,"28 Rue F, Marrakech",287090.0
Elhouda,175.25,3,2019,3777.63,2,"95 Rue D, Marrakech",289723.0
Almassira1,116.7,2,2001,4535.73,8,"37 Rue B, Fes",320796.0
Elkasba,255.43,2,2001,736.95,2,"55 Rue F, Marrakech",139540.0
Almassira1,211.68,3,2013,1137.67,8,"18 Rue E, Rabat",158784.0
Haycharaf,184.84,2,2013,3192.12,7,"12 Rue B, Agadir",259922.0
Haycharaf,281.27,3,2000,3286.09,3,"39 Rue D, Rabat",267241.0
Elhouda,122.24,2,2002,651.24,4,"43 Rue A, Rabat",125025.0
RiadSalam,198.53,4,2016,2286.19,7,"97 Rue D, Béni Mellal",214016.0
RiadSalam,102.27,2,1997,3128.73,4,"1 Rue D, Fes",247884.0
Elkasba,193.73,3,1999,3820.6,9,"35 Rue D, Agadir",286329.0
Sisalem,111.26,3,1997,1922.68,7,"72 Rue D, Fes",186560.0
RiadSalam,123.76,4,2009,2677.57,1,"73 Rue B, Agadir",223544.0
Elkasba,123.51,3,1997,4163.25,1,"24 Rue D, Tanger",300490.0
Elhouda,229.84,2,1998,4792.53,4,"71 Rue D, Béni Mellal",338146.0
Sisalem,249.21,2,1996,1536.42,9,"39 Rue E, Tanger",178094.0
Sisalem,216.67,4,2003,1638.69,4,"64 Rue E, Fes",182503.0
Haycharaf,292.43,3,2017,4729.18,5,"60 Rue B, Béni Mellal",341172.0
Alatlas,174.97,4,1991,2281.6,1,"1 Rue B, Tanger",205050.0
Sisalem,157.14,2,1997,3732.57,2,"39 Rue F, Fes",284059.0
Taqaddom,273.72,4,2002,3255.19,4,"61 Rue A, Fes",266124.0
Elkasba,144.72,3,2010,1785.14,4,"86 Rue C, Marrakech",178967.0
Sisalem,292.64,4,2017,3441.03,6,"23 Rue D, Fes",276423.0
Sisalem,102.43,3,2012,3450.05,6,"83 Rue B, Béni Mellal",262487.0
Taqaddom,293.98,3,2004,3165.99,8,"16 Rue C, Marrakech",270334.0
Sisalem,108.63,2,1991,948.47,9,"9 Rue E, Fes",137061.0
Alatlas,278.23,2,2001,4978.27,1,"47 Rue E, Marrakech",355983.0
Taqaddom,205.54,2,1992,2301.87,1,"73 Rue D, Tanger",212360.0
Haycharaf,298.59,3,1994,3372.13,6,"81 Rue F, Marrakech",276382.0
Almassira1,114.76,4,1992,4485.93,4,"89 Rue A, Tanger",314265.0
Sisalem,210.77,3,2008,2404.8,4,"66 Rue F, Rabat",221725.0
Sisalem,293.86,2,1991,3982.66,1,"3 Rue C, Agadir",302063.0
Elkasba,204.62,2,2006,4873.21,9,"75 Rue A, Agadir",343182.0
Alatlas,225.88,4,2003,2115.21,3,"41 Rue D, Fes",207201.0
Elkasba,239.15,2,2017,2323.71,5,"18 Rue C, Agadir",
Almassira1,190.91,2,2016,4575.09,1,"7 Rue C, Tanger",322779.0
Sisalem,225.51,2,1999,1218.39,8,"54 Rue F, Tanger",
Alatlas,216.86,4,1992,628.68,3,"7 Rue C, Tanger",132964.0
Taqaddom,280.23,3,2014,4590.0,1,"68 Rue F, Béni Mellal",336293.0
Sisalem,109.09,2,2011,4197.16,6,"66 Rue B, Fes",305808.0
Haycharaf,156.19,4,2019,4876.62,1,"24 Rue A, Rabat",337490.0
Sisalem,290.08,2,2010,762.07,3,"97 Rue B, Rabat",138989.0
RiadSalam,278.05,4,2019,1202.8,5,"42 Rue C, Fes",165156.0
Alatlas,191.13,2,2017,973.91,4,"39 Rue C, Fes",138981.0
RiadSalam,224.03,4,2020,3575.37,7,"90 Rue F, Tanger",282568.0
Taqaddom,155.48,2,2015,3227.05,6,"13 Rue E, Rabat",256426.0
Sisalem,137.62,3,2011,2117.01,3,"46 Rue B, Béni Mellal",200306.0
Taqaddom,192.74,2,2010,758.41,8,"18 Rue E, Tanger",137930.0
Elhouda,170.67,4,1990,3378.48,8,"48 Rue D, Marrakech",267784.0
Sisalem,216.73,2,2002,3065.54,2,"44 Rue B, Béni Mellal",245380.0
RiadSalam,115.55,3,2010,1008.06,7,"28 Rue B, Rabat",
Alatlas,294.88,2,1998,4590.09,1,"29 Rue B, Rabat",333937.0
RiadSalam,297.24,4,2006,1395.27,2,"79 Rue F, Rabat",176323.0
Taqaddom,239.63,4,2010,3845.79,8,"69 Rue F, Rabat",295635.0
Almassira1,207.22,3,2020,4482.84,1,"90 Rue A, Marrakech",324301.0
Sisalem,161.91,4,2011,3107.64,2,"59 Rue A, Béni Mellal",251401.0
Haycharaf,262.76,2,2001,1610.82,1,"17 Rue A, Marrakech",179780.0
Elkasba,236.95,2,1995,1891.62,5,"45 Rue C, Fes",193762.0
Alatlas,132.52,2,2005,4485.86,7,"47 Rue B, Marrakech",315993.0
Haycharaf,282.19,4,2015,1842.16,6,"77 Rue E, Tanger",198333.0
Haycharaf,264.51,2,1994,3857.86,6,"23 Rue F, Tanger",295448.0
Sisalem,289.96,2,1998,4955.74,6,"4 Rue F, Béni Mellal",355056.0
Almassira1,245.14,2,2003,4999.18,8,"29 Rue B, Fes",349308.0
Sisalem,222.68,3,2019,2900.66,5,"19 Rue F, Agadir",244921.0
Almassira1,183.65,4,2015,4219.5,7,"40 Rue B, Agadir",310342.0
Elhouda,286.55,4,2018,4956.12,3,"17 Rue A, Marrakech",355459.0
Alatlas,273.21,4,2008,2186.03,9,"89 Rue A, Béni Mellal",213920.0
Taqaddom,109.04,3,1997,1635.84,3,"3 Rue D, Marrakech",170869.0
Taqaddom,105.27,4,2012,1014.05,6,"6 Rue B, Béni Mellal",139909.0
Haycharaf,175.29,3,2020,1134.05,3,"5 Rue F, Rabat",152708.0
Elkasba,262.11,3,2021,4341.0,1,"76 Rue A, Marrakech",
Elhouda,297.46,4,1994,3149.25,1,"16 Rue C, Béni Mellal",263331.0
Taqaddom,130.08,2,2005,4431.69,3,"9 Rue C, Fes",314719.0
Taqaddom,218.83,2,2006,4052.55,4,"2 Rue A, Béni Mellal",303777.0
Elkasba,176.18,4,2021,3531.85,2,"78 Rue B, Rabat",269830.0
Elkasba,293.98,4,2021,3241.9,9,"26 Rue B, Fes",275598.0
Taqaddom,268.42,3,2009,717.53,8,"45 Rue A, Béni Mellal",
RiadSalam,267.67,4,1991,4425.24,3,"19 Rue F, Tanger",326929.0
Elkasba,193.74,3,2009,2380.29,7,"75 Rue C, Tanger",214231.0
RiadSalam,182.96,4,2007,3019.04,4,"21 Rue E, Fes",252666.0
Alatlas,154.68,2,1990,598.79,5,"79 Rue B, Rabat",
Elhouda,111.28,2,2018,4712.33,4,"73 Rue A, Béni Mellal",327889.0
Elkasba,272.94,4,2018,4562.33,9,"75 Rue A, Rabat",333694.0
Alatlas,262.58,3,2008,2944.75,7,"28 Rue F, Agadir",246305.0
Almassira1,299.94,2,1995,3097.9,4,"37 Rue B, Rabat",267068.0
Haycharaf,299.33,3,1997,3672.58,8,"1 Rue F, Béni Mellal",293695.0
RiadSalam,211.09,4,2013,1691.13,2,"28 Rue E, Fes",183590.0
Elhouda,253.8,4,2009,1498.62,7,"61 Rue C, Fes",180299.0
RiadSalam,288.95,2,2003,3533.1,1,"76 Rue B, Marrakech",
Almassira1,269.93,4,1994,969.9,8,"87 Rue A, Agadir",147609.0
Elhouda,149.47,2,2005,2543.28,6,"46 Rue D, Marrakech",221356.0
Taqaddom,190.11,3,1996,2717.42,5,"28 Rue E, Agadir",230963.0
Almassira1,125.83,2,2005,2216.02,9,"53 Rue A, Tanger",201518.0
Sisalem,290.81,2,1996,1333.71,9,"16 Rue D, Béni Mellal",173180.0
Sisalem,221.23,3,2016,2098.92,3,"67 Rue B, Marrakech",202370.0
Elkasba,145.73,2,2003,2019.01,9,"98 Rue C, Fes",194586.0
Elhouda,234.34,2,2003,2746.7,9,"37 Rue E, Fes",235873.0
Elkasba,223.63,4,2022,3536.06,2,"6 Rue A, Tanger",281327.0
Elhouda,171.63,3,2022,4857.06,5,"64 Rue A, Marrakech",339414.0
Almassira1,122.71,2,2009,1148.73,2,"37 Rue D, Rabat",150713.0
Elhouda,234.31,3,1996,4428.58,1,"95 Rue C, Fes",317374.0
Taqaddom,204.06,3,2021,1778.8,7,"57 Rue B, Rabat",190550.0
Haycharaf,254.46,2,1992,3161.18,4,"53 Rue C, Marrakech",
Sisalem,204.03,4,2018,2960.32,5,"25 Rue A, Marrakech",
Haycharaf,270.44,3,2013,3006.27,4,"87 Rue C, Agadir",257225.0
Elhouda,210.38,2,2011,3755.11,6,"2 Rue F, Marrakech",286905.0
Haycharaf,212.19,3,1995,2217.6,2,"87 Rue A, Marrakech",211288.0
Taqaddom,275.33,4,2013,1935.95,8,"57 Rue E, Fes",207681.0
Sisalem,180.7,4,2012,4337.76,4,"87 Rue A, Béni Mellal",320950.0
Alatlas,126.8,4,1999,1490.43,8,"19 Rue D, Marrakech",167625.0
Elhouda,105.76,2,2005,1311.11,3,"89 Rue E, Béni Mellal",152555.0
Sisalem,251.03,2,2000,570.23,5,"95 Rue B, Béni Mellal",133414.0
Haycharaf,224.06,4,2021,1447.6,3,"47 Rue B, Tanger",170202.0
Alatlas,240.82,2,1995,2833.39,7,"26 Rue E, Marrakech",241810.0
RiadSalam,142.59,4,2013,2923.29,3,"16 Rue B, Marrakech",238517.0
Sisalem,127.27,2,2022,1644.89,8,"93 Rue D, Tanger",181292.0
RiadSalam,102.91,4,2001,825.23,9,"98 Rue F, Rabat",135680.0
Almassira1,170.12,3,2016,3850.88,2,"76 Rue C, Fes",
Alatlas,217.98,4,2007,3910.89,3,"52 Rue C, Marrakech",298435.0
Alatlas,178.45,4,2002,4990.26,7,"86 Rue E, Marrakech",343658.0
Sisalem,187.49,2,2019,4550.13,5,"63 Rue E, Tanger",326289.0
Almassira1,280.83,2,2002,4667.28,7,"19 Rue D, Béni Mellal",344772.0
Haycharaf,169.65,2,2019,4091.92,2,"16 Rue C, Marrakech",302257.0
Elkasba,202.8,2,2014,3269.76,4,"64 Rue B, Fes",
Elhouda,256.73,2,1991,1078.46,1,"18 Rue A, Béni Mellal",152079.0
Almassira1,179.31,2,2007,3300.41,5,"95 Rue A, Béni Mellal",264044.0
Alatlas,224.42,3,1994,751.8,8,"64 Rue F, Béni Mellal",135070.0
Elkasba,272.47,4,2008,4483.85,1,"23 Rue D, Rabat",328802.0
Alatlas,289.9,4,2007,2668.2,7,"87 Rue C, Agadir",244777.0
Sisalem,129.41,4,2021,3638.63,7,"39 Rue E, Rabat",276190.0
Haycharaf,285.32,3,2010,735.1,7,"13 Rue A, Fes",145914.0
Taqaddom,198.42,4,1999,2904.12,1,"97 Rue E, Marrakech",242899.0
Alatlas,151.65,3,2011,1855.69,3,"60 Rue B, Tanger",181530.0
Haycharaf,191.83,3,2002,1782.36,2,"85 Rue D, Marrakech",184042.0
RiadSalam,296.01,3,2006,2253.45,5,"65 Rue C, Rabat",222129.0
Alatlas,198.52,4,1998,502.88,2,"44 Rue E, Rabat",
Elkasba,165.75,3,2013,2599.97,5,"3 Rue A, Marrakech",230958.0
Haycharaf,226.68,4,2003,2689.55,5,"16 Rue D, Marrakech",236009.0
Almassira1,148.03,4,1997,4384.09,4,"41 Rue D, Marrakech",310309.0
Haycharaf,115.17,2,2008,2518.37,7,"59 Rue A, Béni Mellal",217066.0
Almassira1,125.78,2,2017,2136.0,6,"23 Rue E, Fes",202284.0
Almassira1,125.61,3,2019,4976.36,2,"39 Rue F, Agadir",335997.0
Taqaddom,130.38,3,1996,3070.46,4,"63 Rue D, Agadir",246619.0
Elkasba,127.77,4,2015,2626.76,7,"40 Rue F, Marrakech",220386.0
Elhouda,228.17,3,2000,2731.71,9,"63 Rue A, Rabat",238344.0
Elkasba,136.38,3,2003,4141.32,9,"87 Rue D, Fes",302375.0
Sisalem,169.13,4,2010,2033.04,3,"71 Rue F, Rabat",199459.0
Alatlas,279.36,3,1997,2251.22,1,"74 Rue D, Marrakech",221940.0
Elkasba,194.79,3,1992,3901.43,9,"72 Rue B, Rabat",
Alatlas,233.51,4,2017,828.43,8,"8 Rue D, Tanger",145438.0
Alatlas,134.46,4,2018,4393.26,7,"64 Rue E, Marrakech",314860.0
Alatlas,138.46,2,2012,2435.91,6,"79 Rue F, Tanger",212318.0
Taqaddom,108.17,4,2007,3115.82,7,"99 Rue C, Tanger",246154.0
Elhouda,133.79,2,2002,3908.64,9,"8 Rue A, Rabat",280816.0
Almassira1,155.72,3,2001,1697.23,6,"6 Rue B, Tanger",
Elkasba,135.4,4,1994,4506.41,3,"45 Rue F, Rabat",309542.0
Sisalem,117.74,4,2000,4906.51,3,"4 Rue F, Tanger",338999.0
Elkasba,124.13,4,2000,2724.23,4,"49 Rue A, Marrakech",232923.0
Almassira1,192.16,3,2020,4716.22,8,"45 Rue C, Marrakech",336087.0
Haycharaf,141.27,2,2020,505.08,9,"45 Rue A, Fes",121368.0
Alatlas,172.85,3,2002,4524.07,8,"32 Rue B, Agadir",326140.0
Haycharaf,200.68,3,2003,1899.7,2,"83 Rue C, Rabat",192247.0
Sisalem,238.08,4,2014,1901.73,4,"11 Rue F, Béni Mellal",193836.0
Haycharaf,107.86,2,2022,1526.4,4,"40 Rue A, Tanger",
Haycharaf,259.88,3,2022,1926.56,2,"22 Rue A, Rabat",198693.0
Alatlas,225.58,4,2004,1460.68,8,"42 Rue A, Marrakech",174506.0
Almassira1,116.35,3,2005,4576.41,3,"85 Rue D, Rabat",320691.0
Almassira1,274.72,3,1995,4545.61,2,"66 Rue D, Tanger",330756.0
Almassira1,284.17,4,2014,959.95,7,"3 Rue F, Marrakech",152722.0
Elkasba,112.22,4,2004,1142.86,1,"76 Rue A, Tanger",141370.0
Elhouda,155.38,2,1993,4379.08,6,"49 Rue E, Marrakech",312642.0
Elkasba,261.24,3,1993,2295.22,3,"42 Rue E, Béni Mellal",217117.0
Haycharaf,249.65,4,2019,1261.72,3,"63 Rue A, Fes",165747.0
Elhouda,136.9,4,2016,2798.01,5,"87 Rue B, Tanger",235686.0
RiadSalam,141.87,2,2020,2375.01,3,"64 Rue E, Fes",218555.0
Elkasba,174.09,2,2021,1486.23,4,"44 Rue B, Rabat",
Elkasba,196.9,4,1998,3743.38,3,"39 Rue C, Marrakech",286498.0
Alatlas,223.65,2,1997,3340.8,7,"26 Rue D, Fes",268351.0
Almassira1,173.78,4,2003,948.48,3,"10 Rue E, Agadir",147118.0
Almassira1,192.51,3,2022,4664.24,4,"37 Rue C, Béni Mellal",329168.0
Elhouda,249.49,2,2012,3013.11,2,"39 Rue E, Marrakech",251056.0
Elkasba,107.34,3,2010,1625.92,2,"29 Rue E, Fes",
Almassira1,150.49,3,2001,1428.31,9,"12 Rue F, Rabat",158932.0
Elkasba,242.67,3,1991,1111.77,1,"13 Rue E, Tanger",157266.0
Haycharaf,279.04,4,2002,2410.87,1,"35 Rue A, Rabat",223009.0
RiadSalam,202.34,3,1993,1109.93,1,"68 Rue D, Marrakech",154516.0
Almassira1,206.42,3,2009,2371.17,3,"27 Rue C, Béni Mellal",210754.0
Taqaddom,121.43,3,2003,1169.47,2,"84 Rue C, Rabat",149736.0
RiadSalam,189.48,4,2019,3455.63,3,"39 Rue D, Fes",270356.0
Almassira1,206.52,3,2018,4033.59,5,"70 Rue C, Agadir",299886.0
Taqaddom,148.49,3,1997,2972.85,9,"54 Rue D, Tanger",
Taqaddom,153.85,2,2001,3560.26,2,"80 Rue E, Marrakech",269776.0
Almassira1,175.46,4,2015,4722.7,1,"86 Rue E, Agadir",333868.0
RiadSalam,104.01,3,1991,3372.67,6,"3 Rue F, Fes",256324.0
Alatlas,164.42,2,2003,2138.71,3,"67 Rue B, Rabat",207170.0
Elhouda,142.29,4,1995,2522.66,7,"64 Rue B, Fes",219058.0
Taqaddom,165.5,4,2020,4372.36,6,"96 Rue D, Tanger",317020.0
Almassira1,123.95,4,2006,1088.24,7,"82 Rue E, Rabat",148367.0
Alatlas,278.11,4,2014,1965.82,5,"99 Rue D, Rabat",207948.0
Alatlas,218.72,4,2021,3097.76,1,"94 Rue F, Béni Mellal",256281.0
Alatlas,235.82,4,2001,3543.75,3,"67 Rue B, Tanger",275029.0
Haycharaf,257.83,3,2002,3935.75,3,"60 Rue B, Agadir",301836.0
RiadSalam,199.69,3,2008,1931.93,7,"20 Rue F, Fes",
Taqaddom,117.38,3,2014,1156.37,3,"98 Rue C, Marrakech",140269.0
Almassira1,207.42,3,2020,4796.78,5,"53 Rue C, Béni Mellal",334826.0
Alatlas,217.37,2,2014,843.76,4,"82 Rue B, Marrakech",144819.0
Elhouda,249.09,3,2005,931.12,4,"35 Rue C, Fes",153920.0
Elhouda,186.33,4,2012,2727.24,7,"21 Rue C, Fes",234094.0
Sisalem,125.52,3,2003,4186.72,1,"77 Rue B, Marrakech",303515.0
Alatlas,156.76,3,1995,3985.27,7,"31 Rue A, Agadir",294134.0
Elhouda,172.62,4,2014,4719.65,8,"25 Rue A, Agadir",332968.0
Taqaddom,229.18,3,2012,1137.21,3,"40 Rue D, Marrakech",157972.0
RiadSalam,214.16,3,2001,2190.77,3,"72 Rue D, Marrakech",209530.0
RiadSalam,171.22,3,2002,1769.64,4,"83 Rue A, Agadir",185622.0
Almassira1,297.3,2,1995,4373.92,6,"21 Rue C, Agadir",324538.0
Elhouda,221.15,3,1997,2697.6,7,"4 Rue C, Tanger",
Elkasba,147.45,4,1997,620.82,1,"85 Rue E, Agadir",121621.0
Elhouda,120.36,4,2022,3685.84,4,"83 Rue A, Fes",281688.0
Sisalem,130.57,3,2004,2249.14,7,"63 Rue A, Béni Mellal",204357.0
Elkasba,149.19,3,2011,2890.16,2,"11 Rue C, Rabat",238604.0
Sisalem,132.14,3,2012,4522.04,1,"39 Rue A, Marrakech",316927.0
Alatlas,137.31,4,2011,1655.32,1,"47 Rue F, Fes",177222.0
Alatlas,157.02,4,1994,1581.19,6,"12 Rue D, Fes",
Almassira1,134.67,2,2020,1684.37,5,"18 Rue B, Béni Mellal",176153.0
Sisalem,279.35,2,2002,2021.49,1,"74 Rue F, Rabat",208375.0
Almassira1,116.05,2,2017,983.09,3,"16 Rue E, Fes",144103.0
Taqaddom,204.9,4,2009,3637.49,7,"75 Rue E, Tanger",278279.0
Elhouda,182.08,2,2022,1433.29,9,"64 Rue A, Agadir",172048.0
Elkasba,296.48,3,2005,4667.66,9,"77 Rue A, Tanger",344745.0
Elkasba,122.41,3,2018,1470.59,6,"43 Rue E, Fes",160556.0
Almassira1,179.57,4,2012,1650.39,3,"50 Rue F, Fes",177153.0
Elhouda,293.89,2,2013,1836.59,1,"31 Rue D, Agadir",202711.0
RiadSalam,273.1,3,1996,3958.42,3,"19 Rue A, Agadir",303894.0
Elkasba,263.41,4,1993,2424.23,2,"28 Rue C, Marrakech",230246.0
RiadSalam,151.58,2,2011,4187.01,5,"53 Rue C, Rabat",303341.0
Elhouda,134.18,3,1994,4031.84,8,"8 Rue D, Rabat",292535.0
RiadSalam,233.73,2,2012,4682.71,5,"48 Rue F, Béni Mellal",340175.0
Taqaddom,285.88,4,2004,3904.72,1,"41 Rue E, Marrakech",299048.0
Sisalem,211.35,2,2020,733.6,3,"61 Rue F, Agadir",136109.0
Alatlas,214.32,4,1998,4267.77,5,"36 Rue B, Tanger",314906.0
Alatlas,156.0,2,2014,4721.33,7,"61 Rue F, Tanger",333182.0
Almassira1,253.9,3,2014,4971.6,5,"40 Rue A, Fes",350133.0
Taqaddom,137.41,4,2010,1063.7,5,"78 Rue A, Fes",147364.0
Elkasba,164.74,4,1998,3259.73,7,"85 Rue A, Fes",257590.0
